dataset_id,global_index,dataset_name,family,subgroup,selection_mode,candidate_advantage_side,method_total,valid_method_count,valid_methods,missing_or_invalid_methods,mean_valid_nmse,median_valid_nmse,mean_id_nmse,median_id_nmse,mean_ood_nmse,median_ood_nmse,mean_log10_id_nmse,median_log10_id_nmse,mean_log10_ood_nmse,median_log10_ood_nmse,mean_id_r2,median_id_r2,mean_ood_r2,median_ood_r2,mean_runtime,median_runtime,mean_complexity,median_complexity,mean_expression_chars,status_ok,status_timed_out,timeout_budget_exhausted_with_output,timeout_partial_output,timeout_no_valid_output,timeout_not_timeout
g0063,63,feynman-bonus.11,srsd,srsd/srsd-feynman_hard,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.152413,7.756549e-06,0.146548,7.756549e-06,0.185961,7.756549e-06,-8.98843,-5.11033,-8.64187,-5.11033,0.811127,0.99999,0.630929,0.999985,2642.43,3604.09,13.4286,14,317.143,3,4,4,0,0,3
g0064,64,feynman-i.39.10,srsd,srsd/srsd-feynman_medium_dummy,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.272003,9.694391e-05,0.268246,9.694436e-05,0.30544,9.695634e-05,-5.41698,-4.01348,-5.64733,-4.01342,0.672915,0.999882,-10.3653,0.996392,2795.11,3604.15,18.1429,17,370.714,3,4,4,0,0,3
g0065,65,feynman-i.50.26,srsd,srsd/srsd-feynman_hard,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.506497,0.704702,0.476617,0.662451,0.757143,1.02566,-4.90495,-0.178846,-4.02197,0.0110055,0.460541,0.250205,0.242689,-0.025892,3134.08,3604.68,25.1429,14,350.286,2,5,5,0,0,2
g0066,66,Nguyen-5,nguyen,nguyen,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.0245663,6.076238e-05,0.0167988,0.000706242,0.0782525,0.0226981,-7.04046,-3.15105,-5.89553,-1.64401,0.497879,0.97889,-366.136,-105.492,2902.26,3603.83,10.2857,9,240.571,3,4,4,0,0,3
g0067,67,Nguyen-6,nguyen,nguyen,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.0524094,0.0386895,0.00704149,0.00421777,0.158429,0.12842,-10.374,-2.37492,-9.71726,-0.891366,0.916056,0.949718,0.815697,0.850606,2615.11,3603.91,11.7143,9,256.429,4,3,3,0,0,4
g0068,68,Nguyen-9,nguyen,nguyen,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.0105944,0.0149356,0.14857,0.0612529,0.00402121,0.00456947,-9.34022,-1.21287,-10.787,-2.34013,-229.893,-94.1932,0.915388,0.903852,2824.83,3604.36,11.4286,8,282.429,3,4,4,0,0,3
g0069,69,feynman-ii.8.31,srsd,srsd/srsd-feynman_easy_dummy,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,2.335802e+25,1,2.247971e+25,1,2.656900e+24,1,8.51994,0,8.27916,0,-2.829589e+25,-0.25873,-1.148205e+26,-42.216,3134.33,3605,8.57143,11,266.429,2,5,5,0,0,2
g0070,70,III.21.20_3_0,llm-srbench,llm-srbench/lsrtransform,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.410063,0.311813,0.403689,0.282882,0.714963,0.999991,-2.53114,-0.548395,-3.88453,-3.906041e-06,0.55166,0.68583,0.28503,1.132312e-07,3135.97,3605.74,25.7143,18,370.714,2,5,5,0,0,2
g0071,71,feynman-ii.36.38,srsd,srsd/srsd-feynman_hard_dummy,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,6.692700e+11,1.00049,4.886649e+11,0.998362,4.589205e+07,0.999998,1.78538,-0.000712079,1.09084,-6.566415e-07,-4.894007e+11,0.00013506,-4.590305e+07,-0.000238078,3134.3,3604.36,392.429,26,1870,2,5,5,0,0,2
g0072,72,feynman-i.43.31,srsd,srsd/srsd-feynman_medium,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,3.301448e+23,1,2.733596e+23,1,1.889036e+22,1,6.51781,0,5.83383,0,-3.372848e+23,-0.23385,-9.606341e+23,-49.8531,3133.72,3604.38,10.4286,8,256.286,2,5,5,0,0,2
g0073,73,feynman-i.43.31,srsd,srsd/srsd-feynman_medium_dummy,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,3.581887e+23,1,2.935196e+23,1,1.455417e+22,1,8.85738,0,8.29952,0,-3.621592e+23,-0.23385,-4.309876e+23,-28.6126,3133.25,3602.71,7.28571,7,245,2,5,5,0,0,2
g0074,74,feynman-iii.4.32,srsd,srsd/srsd-feynman_medium_dummy,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,3.305582e+120,0.581069,3.424905e+120,0.593297,7.214323e+134,14.8328,23.7271,-0.226728,27.9594,1.17122,-4.232741e+120,0.266761,-7.464344e+134,-14.3469,3134.75,3607.01,506.286,14,2368.71,2,5,5,0,0,2
g0075,75,feynman-bonus.3,srsd,srsd/srsd-feynman_hard_dummy,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,3.138052e+18,0.226387,3.398541e+18,0.211166,1.052561e+22,0.617541,3.51443,-0.675376,3.70734,-0.209334,-5.220537e+18,0.675625,-2.093696e+22,-0.228379,3134.85,3607.29,2077.71,20,1.048214e+04,2,5,5,0,0,2
g0076,76,feynman-bonus.17,srsd,srsd/srsd-feynman_hard_dummy,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,2.769167e+78,1.00002,2.316303e+78,1,2.400066e+75,0.99999,9.25332,1.261927e-06,6.36904,-4.186265e-06,-2.546418e+78,-0.099349,-2.454556e+75,-0.0226939,3135.14,3606.28,825.571,23,4159.71,2,5,5,0,0,2
g0077,77,I.40.1_4_0,llm-srbench,llm-srbench/lsrtransform,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.427171,0.496656,0.410962,0.480807,0.845205,0.973632,-2.32896,-0.318029,-4.52282,-0.011605,0.547002,0.470013,0.0731856,-0.0676422,3140.15,3611.69,20.2857,20,361.571,2,5,5,0,0,2
g0078,78,III.21.20_2_0,llm-srbench,llm-srbench/lsrtransform,strict,pysr,7,6,drsr;dso;gplearn;llmsr;pysr;tpsr,pyoperon,0.113177,0.146406,0.115197,0.15473,0.348609,0.35026,-3.42439,-0.814517,-5.74695,-0.457219,0.794412,0.723858,0.593226,0.591299,3657.79,3609.64,38.6667,17,463.333,2,5,5,0,0,2
g0079,79,I.11.19_5_0,llm-srbench,llm-srbench/lsrtransform,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.0604637,0.0620956,0.0610921,0.0612358,0.254504,0.117024,-3.23753,-1.21299,-5.17289,-0.931725,0.820767,0.820345,0.593836,0.813241,3138.11,3609.47,47.2857,20,487.429,2,5,5,0,0,2
g0080,80,II.37.1_2_0,llm-srbench,llm-srbench/lsrtransform,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.127372,0.113071,0.127972,0.111446,0.704914,0.589559,-3.37592,-0.952937,-4.84858,-0.229473,0.766525,0.796677,0.11526,0.260042,3135.3,3606.48,38,18,400.286,2,5,5,0,0,2
g0081,81,II.36.38_4_0,llm-srbench,llm-srbench/lsrtransform,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,8.58951,0.247566,8.92921,0.268224,28.7897,0.724112,-2.23257,-0.571502,-4.25489,-0.140194,-12.0976,0.606563,-29.8035,0.225236,3137.42,3608.42,58.1429,26,627.571,2,5,5,0,0,2
g0082,82,II.34.2_1_0,llm-srbench,llm-srbench/lsrtransform,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.103493,0.10401,0.101234,0.102127,0.307095,0.327905,-3.98713,-0.990859,-5.3317,-0.484252,0.798915,0.797141,0.606184,0.579497,3135.33,3606.3,33.1429,18,374.714,2,5,5,0,0,2
g0083,83,feynman-i.12.11,srsd,srsd/srsd-feynman_medium_dummy,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,7.071247e+14,0.110046,1.510116e+15,0.151707,8.927077e+15,0.316482,-0.365317,-0.818995,-0.252553,-0.499652,-1.511815e+15,0.848122,-8.927082e+15,0.683518,3133.46,3604.24,19.8571,23,363.143,2,5,5,0,0,2
g0084,84,feynman-ii.21.32,srsd,srsd/srsd-feynman_medium_dummy,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,8.916774e+13,0.878736,7.536240e+13,0.842062,7.529879e+18,10.0503,1.71438,-0.074656,4.50601,1.00218,-7.539082e+13,0.157621,-7.529898e+18,-9.05031,3133.61,3604.59,562.286,20,3521.71,2,5,5,0,0,2
g0085,85,feynman-i.12.1,srsd,srsd/srsd-feynman_easy_dummy,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.0912062,9.691505e-07,0.10422,9.691210e-07,0.126279,9.691350e-07,-7.62714,-6.01362,-14.7833,-6.01362,0.870223,0.999999,-3.4185,0.999966,2596.78,3602.61,10.1429,10,267,4,3,3,0,0,4
g0086,86,feynman-i.10.7,srsd,srsd/srsd-feynman_medium_dummy,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,1.243193e+11,9.513269e-05,1.350125e+11,0.000103221,2.946534e+11,0.00757755,-1.13876,-3.98623,0.124298,-2.12047,-2.377560e+11,0.999818,-2.044915e+13,0.474113,3133.29,3603.61,16,11,283.714,2,5,5,0,0,2
g0087,87,feynman-bonus.7,srsd,srsd/srsd-feynman_hard_dummy,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,1.943761e+70,10.857,2.759693e+70,14.9501,1.613083e+72,4.291629e+05,23.6503,1.17464,25.0602,5.63262,-3.812365e+70,-19.6527,-2.162276e+74,-5.752765e+07,3133.24,3603.45,18.4286,14,345.286,2,5,5,0,0,2
g0088,88,strogatz_lv1,srbench1.0,srbench1.0/strogatz,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,19.702,6.68854,9.42921,0.809928,43.9598,0.225217,-3.7303,-0.0915533,-4.51329,-0.647398,-8.97667,0.143047,-74.5533,0.612922,3013.26,3602.47,16.4286,10,290.714,3,4,4,0,0,3
g0089,89,strogatz_lv2,srbench1.0,srbench1.0/strogatz,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.986567,0.950777,0.241254,0.127427,0.3071,0.265624,-4.73201,-0.89474,-5.19346,-0.575733,0.754419,0.870288,0.55425,0.614452,2939.42,3602.71,15.2857,10,291,3,4,4,0,0,3
g0090,90,Korns-1,korns,korns,strict,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.315587,1.657640e-06,0.457111,8.286892e-06,0.397384,2.840513e-05,-8.33518,-5.08161,-8.25876,-4.5466,0.539165,0.999992,0.602615,0.999972,3134.69,3605.21,36.7143,17,549.571,2,5,5,0,0,2
g0091,91,strogatz_shearflow2,srbench1.0,srbench1.0/strogatz,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.371353,0.203085,0.370309,0.347398,3.96452,1.09105,-2.85738,-0.459172,-2.61429,0.0378455,0.614196,0.638065,-3.15441,-0.143309,2940.5,3602.36,15,9,266.857,3,4,4,0,0,3
g0092,92,strogatz_glider2,srbench1.0,srbench1.0/strogatz,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.00974675,0.0111772,0.0104453,0.0144302,0.706725,0.989235,-7.74996,-1.84073,-5.69147,-0.00470051,0.915768,0.883634,0.287638,0.00287579,2617.67,3602.33,9.85714,9,244.143,4,3,3,0,0,4
g0093,93,Nguyen-11,nguyen,nguyen,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.028649,0.00478411,0.00758559,0.000625771,0.0164269,0.0179167,-5.3134,-3.20358,-3.8046,-1.74674,-36.0503,-2.05645,0.914698,0.906962,2797.06,3602.9,14.2857,9,284.571,3,4,4,0,0,3
g0094,94,first_principles_planck,srbench2025,srbench2025/firstprinciples,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,2.408085e+07,0.597527,2.533991e+07,0.733429,1.077649e+08,0.871245,0.803532,-0.134642,0.849882,-0.0598597,-7.800675e+07,-1.2578,-9.629916e+09,-76.8548,2992.85,3602.6,140.143,14,808.286,3,4,4,0,0,3
g0095,95,strogatz_bacres2,srbench1.0,srbench1.0/strogatz,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.0280476,0.00148205,0.0308176,0.00247297,0.578935,0.597726,-4.36436,-2.60678,-2.13839,-0.223498,0.816216,0.985252,0.421065,0.402273,2923.96,3602.52,15.2857,11,280.857,3,4,4,0,0,3
g0096,96,strogatz_predprey2,srbench1.0,srbench1.0/strogatz,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.0617299,0.0641798,0.0727866,0.0599507,0.554208,0.674394,-2.83515,-1.22221,-1.99098,-0.171086,0.905763,0.922382,0.312794,0.163766,3133.26,3605.41,18.7143,13,286.714,2,5,5,0,0,2
g0097,97,Keijzer-1,keijzer,keijzer,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.667789,0.852668,0.584766,0.448969,2.96712,2.02663,-1.78816,-0.347784,-1.67807,0.306774,0.305583,0.466843,-10.8722,-7.10905,2836.42,3602.66,10.2857,9,272.571,3,4,4,0,0,3
g0098,98,strogatz_barmag1,srbench1.0,srbench1.0/strogatz,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.141271,0.0365705,0.145508,0.0403668,0.609392,0.814309,-2.52719,-1.39398,-1.84303,-0.0892105,0.701354,0.91715,-0.0396575,-0.389259,3134,3604.68,16.2857,9,268.429,2,5,5,0,0,2
g0099,99,Keijzer-2,keijzer,keijzer,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,1.1092,1.22942,0.63534,0.771198,1.83876,1.33764,-1.6074,-0.112834,-1.27923,0.126338,0.339323,0.198048,-7.68119,-5.31529,2879.79,3602.68,8.57143,8,248.857,3,4,4,0,0,3
g0100,100,PO18,llm-srbench,llm-srbench/phys_osc,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.0251355,0.0400071,0.0221916,0.0353081,0.0319624,0.045623,-3.84715,-1.45213,-3.74081,-1.34082,0.977713,0.96454,0.965537,0.950808,2989.74,3602.83,10.8571,11,292,3,4,4,0,0,3
g0101,101,PO21,llm-srbench,llm-srbench/phys_osc,strict,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,8.44975,0.181966,8.75255,0.195242,28.8259,0.489405,-1.86168,-0.709426,-1.69827,-0.310332,-7.75554,0.804691,-29.8789,0.475739,3133.78,3605.65,10,10,282.143,2,5,5,0,0,2
g0102,102,CRK23,llm-srbench,llm-srbench/chem_react,strict,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.298876,0.0967361,0.299794,0.089518,1270.92,234.986,-1.95491,-1.04809,1.0512,2.37104,0.639222,0.892272,-4145.84,-765.73,3133.68,3606.09,13.7143,8,273.143,2,5,5,0,0,2
g0103,103,BPG9,llm-srbench,llm-srbench/bio_pop_growth,strict,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,2.783323e+05,0.963135,1.792089e+05,0.961496,9.973177e+09,330.712,1.04905,-0.0170524,3.72744,2.51945,-2.031698e+05,-0.0900577,-1.079860e+10,-357.083,3136.22,3607.38,12.8571,8,287.857,2,5,5,0,0,2
g0104,104,PO27,llm-srbench,llm-srbench/phys_osc,strict,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.962121,0.0412373,1.01066,0.046341,1.43907,0.0193419,-0.805432,-1.33403,-1.0214,-1.7135,-0.0126093,0.95357,-1.2259,0.970083,3135.88,3607.4,13.8571,11,306,2,5,5,0,0,2
g0105,105,BPG7,llm-srbench,llm-srbench/bio_pop_growth,strict,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,3.035018e+04,0.494948,1.618057e+04,0.46321,3.305934e+09,775.923,-0.0875414,-0.334222,2.9497,2.88982,-1.803069e+04,0.483797,-3.532379e+09,-828.071,3136.32,3607.45,15.8571,13,277.429,2,5,5,0,0,2
g0106,106,Korns-4,korns,korns,strict,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.00241795,0.00144949,0.00244412,0.00155887,0.00261827,0.00170276,-2.76022,-2.80719,-2.70754,-2.76885,-0.603329,-0.0226098,-0.620946,-0.0541596,3135.9,3607.55,11.8571,8,373.286,2,5,5,0,0,2
g0107,107,BPG16,llm-srbench,llm-srbench/bio_pop_growth,strict,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,6854.59,0.710605,7181.63,0.785204,1.436618e+08,85.0144,0.157412,-0.105017,2.27161,1.92949,-7402.4,0.190549,-1.531358e+08,-89.6208,3134.58,3606.55,13.4286,12,276.429,2,5,5,0,0,2
g0108,108,BPG8,llm-srbench,llm-srbench/bio_pop_growth,strict,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.348841,0.159184,0.464729,0.564169,167.922,5.44493,-1.55064,-0.24859,0.378182,0.735993,0.509639,0.404714,-179.863,-4.86455,3134.64,3607.32,22.5714,19,333,2,5,5,0,0,2
g0109,109,BPG0,llm-srbench,llm-srbench/bio_pop_growth,strict,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,2.26844,0.511217,1.82595,0.487183,2.869457e+04,359.809,-0.949398,-0.312308,2.11996,2.55607,-1.07392,0.446657,-3.018528e+04,-377.514,3134.72,3607.37,19,15,301.286,2,5,5,0,0,2
g0110,110,CRK5,llm-srbench,llm-srbench/chem_react,strict,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.565253,0.00019582,0.510162,0.000199094,3.73693,0.0030943,-2.5757,-3.70094,-1.65933,-2.50944,-13.1517,0.994477,-6442.1,-4.33509,3134.32,3607.52,14,9,289.571,2,5,5,0,0,2
g0111,111,CRK16,llm-srbench,llm-srbench/chem_react,strict,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,1.56805,0.0316581,1.83875,0.0376786,1.511369e+06,5867.35,-0.988191,-1.42391,4.36174,3.76844,-1.51268,0.948512,-5.722327e+07,-2.221479e+05,3135.33,3607.4,19.5714,11,343.571,2,5,5,0,0,2
g0112,112,CRK15,llm-srbench,llm-srbench/chem_react,strict,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.383036,0.0145437,0.350428,0.0117867,7.6327,0.0663944,-1.5022,-1.92861,-1.03159,-1.17787,-0.664061,0.944029,-1437.8,-11.5157,3135.09,3607.29,15.5714,14,275.143,2,5,5,0,0,2
g0113,113,Nguyen-7,nguyen,nguyen,strict,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.000316262,0.000395592,0.000794539,0.00101138,0.00202669,0.00251346,-3.34457,-2.99508,-2.85034,-2.59973,0.963062,0.952981,-2.65275,-3.53006,3134.81,3607.47,11.1429,10,266.429,2,5,5,0,0,2
g0114,114,Korns-8,korns,korns,strict,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.194487,0.287787,8.99715,0.284009,114.577,0.299428,-0.280481,-0.546668,-0.0203526,-0.523708,-31.6387,-0.0302917,-446.915,-0.170552,3134.92,3607.5,412.429,17,2280.71,2,5,5,0,0,2
g0115,115,MatSci23,llm-srbench,llm-srbench/matsci,strict,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.034844,0.00640204,0.0364346,0.00592376,0.0413288,0.00310083,-2.72556,-2.2274,-2.41869,-2.50852,0.920468,0.987069,-10.3667,0.14718,3134.6,3607.13,45.4286,10,415,2,5,5,0,0,2
g0116,116,Korns-2,korns,korns,strict,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,5.24222,4.13174,14.2283,1.07392,1.58439,1.04534,-0.00916886,0.0309701,-0.251007,0.0192561,-13.2349,-0.0744109,-0.584567,-0.0454513,3135.21,3607.02,29,17,437.286,2,5,5,0,0,2
g0117,117,PO37,llm-srbench,llm-srbench/phys_osc,strict,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,168.827,0.41901,137.315,0.362975,2247.54,0.0777912,-0.279889,-0.440124,-0.477406,-1.10907,-136.562,0.636374,-2246.54,0.922209,3133.42,3603.48,20.2857,17,322,2,5,5,0,0,2
g0118,118,BPG14,llm-srbench,llm-srbench/bio_pop_growth,strict,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.292881,0.292046,0.266049,0.254319,1654.3,514.369,-1.2684,-0.594621,2.23301,2.71127,0.527895,0.548709,-1.535107e+05,-4.773003e+04,3133.24,3602.87,25.5714,16,307,2,5,5,0,0,2
g0119,119,first_principles_kepler,srbench2025,srbench2025/firstprinciples,strict,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,808.82,5.85571,0.404619,0.10746,4.409194e+122,0.0642774,-1.14534,-0.968753,16.6552,-1.19194,,,,,2941.09,3602.73,37.5714,12,417.143,3,4,4,0,0,3
g0120,120,feynman_test_8,srbench1.0,srbench1.0/feynman,relaxed,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.0134879,0.0115261,0.0137475,0.0117731,0.069989,0.0692777,-1.92488,-1.92911,-1.17898,-1.15941,0.854938,0.875772,0.762609,0.765022,3135.45,3604.71,17.5714,14,296.571,2,5,5,0,0,2
g0121,121,CRK6,llm-srbench,llm-srbench/chem_react,strict,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.0255171,0.00482159,0.0281082,0.00466353,2.58229,0.288284,-2.28532,-2.33129,-0.458296,-0.54018,0.874163,0.979122,-171.328,-18.2385,3133.67,3604.79,18.8571,14,339.286,2,5,5,0,0,2
g0122,122,feynman_I_27_6,srbench1.0,srbench1.0/feynman,relaxed,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.0153116,0.0200453,0.015321,0.0206299,0.10636,0.145146,-10.1958,-1.6855,-9.68306,-0.838196,0.912174,0.881741,0.774697,0.692536,2933.22,3604.7,14.1429,11,282.429,3,4,4,0,0,3
g0123,123,feynman_I_6_2,srbench1.0,srbench1.0/feynman,relaxed,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.0619858,0.0299758,0.0614645,0.0307016,0.203766,0.144703,-1.76638,-1.51284,-1.09546,-0.839522,0.509853,0.755171,0.472922,0.625698,3134.9,3604.83,14,14,257,2,5,5,0,0,2
g0124,124,I.13.12_3_0,llm-srbench,llm-srbench/lsrtransform,relaxed,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,1.02462,1.00348,1.00013,1,1.526601e+08,8.22188,5.598296e-05,-3.358579e-08,2.012,0.914971,-0.000140959,-1.191195e-05,-1.551300e+08,-7.35491,3135.9,3605.57,19.2857,17,350.714,2,5,5,0,0,2
g0125,125,II.36.38_5_0,llm-srbench,llm-srbench/lsrtransform,relaxed,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,1.01619,1.00006,1.42181,1.00057,1.00018,1.00014,0.087803,0.00024717,7.939915e-05,6.208205e-05,-0.422158,-0.000811307,-0.000251242,-0.000211344,3136.9,3607.59,26.2857,26,461.429,2,5,5,0,0,2
g0126,126,feynman_I_6_2b,srbench1.0,srbench1.0/feynman,relaxed,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.0264356,0.0301128,0.0259182,0.0298493,0.362366,0.391901,-1.82185,-1.52507,-0.610751,-0.406824,0.702079,0.656893,0.139165,0.0690009,3135.57,3604.68,17.8571,18,307,2,5,5,0,0,2
g0127,127,feynman_test_7,srbench1.0,srbench1.0/feynman,relaxed,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.00136216,0.000786872,0.0013717,0.000800069,0.0122837,0.0135926,-3.09794,-3.09687,-1.99756,-1.8667,0.971286,0.983252,0.92072,0.912273,3135.37,3605.75,22.8571,17,362.143,2,5,5,0,0,2
g0128,128,feynman_test_4,srbench1.0,srbench1.0/feynman,relaxed,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.0038229,0.00183964,0.00395632,0.0019813,0.0286465,0.0306293,-2.60211,-2.70305,-1.5724,-1.51386,0.868236,0.934013,0.723234,0.704077,3135.4,3605.2,23.7143,20,339.571,2,5,5,0,0,2
g0129,129,Korns-5,korns,korns,strict,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.0507868,0.0574821,0.055785,0.0672489,0.0385292,0.0455095,-1.69574,-1.17232,-1.75176,-1.3419,0.1727,0.00268974,0.113663,-0.0469149,3132.74,3602.83,14.2857,16,351.429,2,5,5,0,0,2
g0130,130,Keijzer-10,keijzer,keijzer,strict,llmsr,7,5,drsr;gplearn;llmsr;pyoperon;tpsr,dso;pysr,0.018184,0.018416,0.0128106,0.0137464,0.019927,0.0209401,-1.92491,-1.86181,-1.74031,-1.67902,0.902264,0.895124,0.869661,0.863034,2588.05,3603.13,14.4,9,368.4,3,4,2,2,0,3
g0131,131,II.6.15b_3_0,llm-srbench,llm-srbench/lsrtransform,relaxed,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.210131,0.247269,0.184631,0.216517,0.24852,0.182693,-0.755976,-0.664508,-0.670513,-0.738279,0.322769,0.205808,-0.421892,-0.0452632,3133.91,3604.19,15.8571,14,367.571,2,5,5,0,0,2
