dataset_id,global_index,dataset_name,family,subgroup,selection_mode,candidate_advantage_side,method_total,valid_method_count,valid_methods,missing_or_invalid_methods,mean_valid_nmse,median_valid_nmse,mean_id_nmse,median_id_nmse,mean_ood_nmse,median_ood_nmse,mean_log10_id_nmse,median_log10_id_nmse,mean_log10_ood_nmse,median_log10_ood_nmse,mean_id_r2,median_id_r2,mean_ood_r2,median_ood_r2,mean_runtime,median_runtime,mean_complexity,median_complexity,mean_expression_chars,status_ok,status_timed_out,timeout_budget_exhausted_with_output,timeout_partial_output,timeout_no_valid_output,timeout_not_timeout
g0132,132,CRK19,llm-srbench,llm-srbench/chem_react,strict,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.174684,0.00805075,0.182801,0.00654193,0.396411,0.210975,-1.93822,-2.18429,-0.847482,-0.675769,0.688861,0.988865,-177.742,-94.1288,2993.65,3603.74,14.1429,13,278.857,3,4,4,0,0,3
g0133,133,feynman_III_10_19,srbench1.0,srbench1.0/feynman,relaxed,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.0285603,0.00659098,0.0283816,0.00635656,0.0762668,0.0465613,-2.09124,-2.19678,-1.31424,-1.33197,0.826078,0.961047,0.81016,0.884102,3136.2,3607.21,33.7143,14,367.571,2,5,5,0,0,2
g0134,134,Korns-11,korns,korns,strict,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.722721,0.730636,0.63642,0.531932,0.739008,0.68216,-0.205843,-0.274144,-0.137427,-0.166114,-0.290512,-0.0786339,-0.316765,-0.215472,3132.61,3603.55,45.7143,21,515.143,2,5,5,0,0,2
g0135,135,Korns-12,korns,korns,strict,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.403896,0.369802,0.251472,0.236821,0.268838,0.239586,-0.602329,-0.625579,-0.57901,-0.620539,-0.132832,-0.0668334,-0.276266,-0.137396,3113.14,3602.01,31,24,425.571,3,4,4,0,0,3
g0136,136,I.24.6_3_1,llm-srbench,llm-srbench/lsrtransform,relaxed,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.0311211,0.016844,0.0308581,0.0165754,0.169832,0.126197,-1.64481,-1.78054,-0.886417,-0.89895,0.818263,0.90238,0.547014,0.663399,3134.46,3603.8,27,21,390.429,2,5,5,0,0,2
g0137,137,feynman_I_24_6,srbench1.0,srbench1.0/feynman,relaxed,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.0567198,0.056517,0.0546575,0.0526834,0.175512,0.243836,-1.72058,-1.27833,-0.973047,-0.612902,0.851281,0.856652,0.732179,0.62792,3134.22,3604.39,34.8571,19,408.286,2,5,5,0,0,2
g0138,138,I.50.26_0_0,llm-srbench,llm-srbench/lsrtransform,relaxed,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,1.09379,1.0684,1.00001,1.00001,78.6509,1.04626,2.231947e-06,3.098519e-06,0.534826,0.0196404,-5.467605e-05,-5.666726e-05,-80.8234,-0.0884644,3134.75,3605,65.7143,21,689.429,2,5,5,0,0,2
g0139,139,II.36.38_0_0,llm-srbench,llm-srbench/lsrtransform,relaxed,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,1.01194,1.00161,1.00191,1.00019,4.61375,1.00324,0.000824902,8.402921e-05,0.209549,0.00140477,-0.00205538,-0.000342426,-3.61753,-0.00406201,3136.04,3606.06,35.4286,26,499,2,5,5,0,0,2
g0140,140,Korns-9,korns,korns,strict,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,1.545855e+14,1.00001,1.96266,1,1.00717,1,0.128831,0,0.00303938,0,-1.00884,-0.0235307,-0.00831026,-0.00112963,3133.36,3604.43,2835.86,17,1.429400e+04,3,4,4,0,0,3
g0141,141,Keijzer-15,keijzer,keijzer,one-sided,llmsr,7,6,drsr;gplearn;llmsr;pyoperon;pysr;tpsr,dso,0.783392,0.813545,0.29262,0.363873,0.336451,0.414712,-2.80628,-0.439083,-2.76808,-0.382301,0.70738,0.636127,0.662312,0.583764,2877.57,3602.23,35.1667,15,429,3,4,3,1,0,3
g0142,142,BPG10,llm-srbench,llm-srbench/bio_pop_growth,one-sided,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.0184915,1.607743e-05,0.0188936,1.468725e-05,0.00122772,1.757948e-06,-5.27455,-4.83306,-5.12976,-5.75499,0.969217,0.999976,0.957389,0.999939,3132.42,3602.24,22.8571,17,329.714,2,5,5,0,0,2
g0143,143,MatSci8,llm-srbench,llm-srbench/matsci,one-sided,llmsr,7,6,drsr;dso;gplearn;llmsr;pyoperon;tpsr,pysr,0.0698637,0.0225138,0.197652,0.0237349,0.0745028,0.0299033,-1.98315,-2.1034,-2.0977,-1.93934,0.609521,0.95311,-16.2661,-5.93014,3054.05,3603.21,35.6667,13,434.167,2,5,4,1,0,2
g0144,144,Nguyen-8,nguyen,nguyen,one-sided,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.000735618,2.048589e-05,0.000332264,2.286244e-05,0.00221332,4.708100e-05,-88.8717,-4.64088,-11.7701,-4.32715,0.997224,0.999809,-10.4687,0.756043,2459.86,3602.15,11.1429,5,261.571,4,3,3,0,0,4
g0145,145,first_principles_rydberg,srbench2025,srbench2025/firstprinciples,one-sided,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.000965041,0.000689754,0.00110845,0.000288241,0.00284389,0.000606225,-3.72312,-3.54024,-3.42951,-3.21737,0.464385,0.860719,0.905763,0.979912,2946.5,3601.94,28.1429,24,341.286,3,4,4,0,0,3
g0146,146,CRK17,llm-srbench,llm-srbench/chem_react,one-sided,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.0690398,0.0494355,0.0766437,0.0532134,0.0547627,0.0135817,-1.58948,-1.27398,-1.98305,-1.86705,0.855542,0.899703,-32.6545,-7.34665,3132.49,3602.21,13.7143,8,281.429,2,5,5,0,0,2
g0147,147,MatSci25,llm-srbench,llm-srbench/matsci,one-sided,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.00405008,0.00125985,0.00362343,0.00126833,0.00744336,0.00119702,-3.3497,-2.89677,-3.06827,-2.9219,0.985337,0.994868,-2.61981,0.417873,3132.52,3602.21,29.1429,16,355,2,5,5,0,0,2
g0148,148,MatSci11,llm-srbench,llm-srbench/matsci,one-sided,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.0336564,0.00912414,0.0349046,0.00926055,0.0636507,0.0173524,-2.36746,-2.03336,-2.24966,-1.76064,0.92992,0.981407,-3.80983,-0.31125,3055.63,3601.99,34.7143,18,377.429,3,4,4,0,0,3
g0149,149,PO32,llm-srbench,llm-srbench/phys_osc,one-sided,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.191037,0.0835607,0.174753,0.0756882,0.156132,0.0251124,-1.31869,-1.12097,-1.69946,-1.60011,0.825238,0.924308,0.841643,0.97453,3131.93,3602.18,19,16,305.857,2,5,5,0,0,2
g0150,150,CRK28,llm-srbench,llm-srbench/chem_react,one-sided,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.0149406,0.00507519,6.523254e+12,0.00528304,0.00484071,0.0016222,0.0618939,-2.27712,-2.80731,-2.7899,-1.999235e+14,0.838086,-61.431,-19.9217,3039.65,3602.09,12.8571,13,255.857,3,4,4,0,0,3
g0151,151,MatSci3,llm-srbench,llm-srbench/matsci,one-sided,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.108606,0.0227827,0.109951,0.0252872,0.170275,0.111134,-1.75405,-1.5971,-1.63543,-0.954154,0.334065,0.846845,-20.0163,-12.7168,3149.75,3607.92,25.8571,11,352.571,2,5,5,0,0,2
g0152,152,first_principles_tully_fisher,srbench2025,srbench2025/firstprinciples,one-sided,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.000691053,0.000432647,0.00207518,0.00073866,0.00291346,0.00113706,-3.02624,-3.13156,-2.9303,-2.94422,0.78395,0.923097,0.78885,0.917593,3057.9,3607.68,11.7143,11,276.857,3,4,4,0,0,3
g0153,153,MatSci21,llm-srbench,llm-srbench/matsci,one-sided,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,1159.47,0.289506,1127.44,0.291795,14.9842,0.462295,-0.941626,-0.534922,-0.953339,-0.335081,-1131.62,0.706864,-557.928,-16.2441,3148.19,3607.67,30.1429,15,361.714,2,5,5,0,0,2
g0154,154,first_principles_leavitt,srbench2025,srbench2025/firstprinciples,one-sided,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.00049192,0.000441335,0.000225638,0.000233034,0.000993687,0.00108665,-3.76212,-3.63258,-3.05039,-2.96391,0.809736,0.8035,0.934406,0.928269,3119.6,3606.95,15.8571,19,264,3,4,4,0,0,3
g0155,155,PO8,llm-srbench,llm-srbench/phys_osc,one-sided,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.0891255,0.0207746,0.0778378,0.0176314,0.0630976,0.0133533,-1.79497,-1.75371,-1.91047,-1.87441,0.921669,0.982257,0.93637,0.986534,3154.04,3607.86,19.8571,17,312.571,2,5,5,0,0,2
g0156,156,Keijzer-12,keijzer,keijzer,one-sided,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,2.92973,0.550301,0.359134,0.274128,0.316154,0.136046,-2.7024,-0.562047,-3.11861,-0.866313,0.445337,0.576624,0.147227,0.633037,3155.6,3616.98,32.7143,17,389.571,2,5,5,0,0,2
g0157,157,PO26,llm-srbench,llm-srbench/phys_osc,one-sided,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,33.7988,0.334828,27.9037,0.402676,140.754,0.255695,-0.222823,-0.395045,-0.266584,-0.592278,-26.9214,0.59707,-175.565,0.67925,3137.6,3607.5,15.7143,15,295.714,2,5,5,0,0,2
g0158,158,PO0,llm-srbench,llm-srbench/phys_osc,one-sided,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.109234,0.0468118,0.128511,0.0648797,0.108587,0.0103407,-1.10366,-1.18789,-1.61043,-1.98545,0.871241,0.934995,0.878297,0.98841,3145.35,3607.87,16.2857,11,293.143,2,5,5,0,0,2
g0159,159,CRK30,llm-srbench,llm-srbench/chem_react,one-sided,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.0617437,0.0113738,0.0621416,0.0109688,0.0807021,0.0541546,-1.81989,-1.95984,-1.54197,-1.26636,0.684307,0.944276,-302.219,-202.473,3149.94,3607.33,11.7143,8,276.714,2,5,5,0,0,2
g0160,160,PO16,llm-srbench,llm-srbench/phys_osc,one-sided,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.201569,0.112665,0.217825,0.117636,0.194403,0.101972,-2.72994,-0.929459,-2.73202,-0.991521,0.782129,0.882339,0.803128,0.896734,3149.14,3607.73,17.2857,16,308,2,5,5,0,0,2
g0161,161,CRK13,llm-srbench,llm-srbench/chem_react,mid-gap,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,1.954006e+08,0.163374,1.805770e+08,0.00222775,1.511186e+10,0.0160931,-0.091787,-2.65213,1.12716,-1.79336,-8.860753e+08,0.989069,-7.886532e+12,-7.3986,3146.53,3607.39,10.5714,8,268.571,2,5,5,0,0,2
g0162,162,CRK11,llm-srbench,llm-srbench/chem_react,mid-gap,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,5.201307e+08,0.00262602,3.103884e+08,0.00503008,1.436766e+13,6.08112,-0.0760286,-2.29843,2.76854,0.783984,-3.196301e+08,0.99482,-2.274581e+13,-8.62718,3114.69,3607.74,9.57143,8,258,3,4,4,0,0,3
g0163,163,CRK8,llm-srbench,llm-srbench/chem_react,mid-gap,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,1.152976e+07,0.0285295,1.094095e+07,0.0242815,1.400641e+20,8.979016e+09,0.281766,-1.61472,7.49437,9.95323,-1.146336e+07,0.974559,-3.266397e+20,-2.093972e+10,3146.78,3607.9,10.2857,8,270.429,2,5,5,0,0,2
g0164,164,CRK18,llm-srbench,llm-srbench/chem_react,mid-gap,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,8.007464e+07,0.0492821,6.026962e+07,0.055932,6.577871e+14,9252.66,-0.22904,-1.25234,5.32457,3.96627,-6.619815e+07,0.938566,-2.232199e+16,-3.139876e+05,3149.66,3610.01,13.5714,11,269.714,2,5,5,0,0,2
g0165,165,CRK10,llm-srbench,llm-srbench/chem_react,mid-gap,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,6.643889e+07,0.0445874,8.087493e+07,0.0548836,2.332045e+13,90.1343,0.066251,-1.26056,3.52736,1.95489,-8.826365e+07,0.940102,-1.042967e+14,-402.11,3148.93,3608.97,12.2857,8,265.429,2,5,5,0,0,2
g0166,166,CRK24,llm-srbench,llm-srbench/chem_react,mid-gap,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,4.407788e+42,0.0221923,2.063518e+42,0.017481,4.186356e+52,6.77932,4.73456,-1.75743,8.53352,0.831186,-2.270735e+42,0.980764,-1.183781e+53,-18.17,3152.63,3609.61,10.4286,8,250.143,2,5,5,0,0,2
g0167,167,BPG3,llm-srbench,llm-srbench/bio_pop_growth,mid-gap,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,9.294382e+05,0.00664661,1.325979e+06,0.00908347,2.272750e+17,3.326513e+07,-0.0539818,-2.04175,7.54411,7.52199,-1.406064e+06,0.990368,-2.608612e+17,-3.818098e+07,3152.38,3611.59,12.7143,8,253.429,2,5,5,0,0,2
g0168,168,CRK34,llm-srbench,llm-srbench/chem_react,mid-gap,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,7.005809e+05,0.0153065,8.065385e+05,0.0150653,1.849382e+11,99.9931,-0.368422,-1.82202,2.88985,1.99997,-8.770453e+05,0.983618,-2.277559e+11,-122.144,3151.13,3607.59,11.8571,12,264.714,2,5,5,0,0,2
g0169,169,CRK9,llm-srbench,llm-srbench/chem_react,mid-gap,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.167036,0.000392474,3.737634e+04,0.00334723,1.571794e+10,8.25469,-1.39017,-2.47531,2.67548,0.916701,-4.166956e+04,0.996268,-6.627101e+10,-33.804,3154.79,3614.48,14.7143,14,280.286,2,5,5,0,0,2
g0170,170,BPG17,llm-srbench,llm-srbench/bio_pop_growth,mid-gap,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,23.1592,0.00377542,21.0014,0.00653654,1.356327e+07,993.018,-1.59027,-2.18465,3.51762,2.99696,-25.2214,0.991839,-5.198214e+08,-3.805709e+04,3151.16,3607.75,13.8571,8,261,2,5,5,0,0,2
g0171,171,CRK2,llm-srbench,llm-srbench/chem_react,mid-gap,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,1.651712e+07,0.582659,1.958492e+07,0.623804,2.544068e+09,1,-0.594193,-0.204952,0.495762,0,-2.243887e+07,0.285294,-2.313348e+10,-8.09311,3146.99,3607.61,7.28571,8,257,2,5,5,0,0,2
g0172,172,CRK0,llm-srbench,llm-srbench/chem_react,mid-gap,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,4.865228e+08,0.0542595,3.468743e+08,0.0498534,3.046196e+12,0.85842,-0.171452,-1.30231,1.98854,-0.0663004,-3.834911e+08,0.944884,-1.156594e+13,-2.25929,3148.43,3607.42,13.1429,9,263,2,5,5,0,0,2
g0173,173,feynman-ii.35.18,srsd,srsd/srsd-feynman_hard,mid-gap,llmsr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.237039,1.030482e-13,0.239826,9.606931e-14,0.251685,1.209127e-11,-7.62279,-13.0174,-6.40864,-10.9175,0.591012,1,-24.3336,1,2721.41,3603.12,579.857,14,2894.29,4,3,3,0,0,4
g0174,174,feynman-ii.35.18,srsd,srsd/srsd-feynman_hard_dummy,mid-gap,llmsr,7,6,drsr;dso;gplearn;llmsr;pyoperon;pysr,tpsr,0.262209,0.000244069,0.264541,0.000287937,0.272866,0.00142426,-7.09088,-8.13109,-5.75507,-6.50604,0.548865,0.999509,-26.1169,0.85846,3058.22,3605.42,347.167,16,1845.5,2,5,4,1,0,2
g0175,175,feynman-bonus.2,srsd,srsd/srsd-feynman_hard,mid-gap,llmsr,7,6,drsr;dso;gplearn;llmsr;pyoperon;pysr,tpsr,4.112433e+11,0.974314,1.001779e+11,0.979436,2.372110e+10,0.995208,1.94368,-0.00902802,1.85194,-0.00208618,-1.029762e+11,-0.00679433,-2.398365e+10,-0.00622324,3070,3609.55,206.5,14,1173.67,2,5,4,1,0,2
g0176,176,feynman_II_8_7,srbench1.0,srbench1.0/feynman,mid-gap,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.117322,0.0644431,0.120379,0.072944,0.290299,0.307671,-3.46115,-1.13701,-3.12645,-0.511913,0.784866,0.869639,0.619684,0.596926,3151.8,3607.94,15.4286,11,283.429,2,5,5,0,0,2
g0177,177,feynman_I_14_3,srbench1.0,srbench1.0/feynman,mid-gap,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.0203925,0.0194417,0.0195223,0.0174126,0.109509,0.051463,-12.6172,-1.75914,-12.4827,-1.2885,0.942711,0.948902,0.842536,0.926001,2670.32,3609.99,11,11,288.143,3,4,4,0,0,3
g0178,178,feynman_I_43_16,srbench1.0,srbench1.0/feynman,mid-gap,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.114644,0.119037,0.117962,0.126287,0.301351,0.364311,-7.53142,-0.898641,-7.38556,-0.438527,0.751209,0.733651,0.621974,0.542994,2915.76,3610.58,15.7143,14,329.857,3,4,4,0,0,3
g0179,179,feynman_III_15_14,srbench1.0,srbench1.0/feynman,mid-gap,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.294337,0.268111,0.295195,0.275398,0.537074,0.613582,-2.8974,-0.560038,-2.62909,-0.212127,0.595646,0.622763,0.344038,0.250593,3158.79,3609.74,15.5714,11,279.143,2,5,5,0,0,2
g0180,180,feynman_II_15_4,srbench1.0,srbench1.0/feynman,mid-gap,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.469882,0.256148,0.474286,0.256463,1.33619,0.617493,-6.98489,-0.590975,-6.73466,-0.209368,0.252147,0.59561,-1.31277,-0.068795,3218.96,3616.23,12.5714,11,295.143,2,5,5,0,0,2
g0181,181,feynman_II_3_24,srbench1.0,srbench1.0/feynman,mid-gap,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.0771016,0.0124152,0.0750059,0.0124152,0.175703,0.060976,-3.91604,-1.90605,-3.55486,-1.21484,0.871467,0.978725,0.730071,0.906324,3221.79,3633.48,11.1429,8,252.857,2,5,5,0,0,2
g0182,182,I.11.19_3_0,llm-srbench,llm-srbench/lsrtransform,mid-gap,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.0360566,0.0333385,0.0379627,0.0367853,0.135484,0.124669,-3.31765,-1.43433,-3.54736,-0.904243,0.856098,0.860561,0.726048,0.747917,3153.02,3612.76,38,20,438.857,2,5,5,0,0,2
g0183,183,feynman_II_21_32,srbench1.0,srbench1.0/feynman,mid-gap,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.138255,0.134314,0.13001,0.123932,0.541684,0.682003,-3.06657,-0.906817,-2.50507,-0.166214,0.702462,0.716373,0.298148,0.11634,3141.21,3611.06,19,17,318.714,2,5,5,0,0,2
g0184,184,III.15.14_1_0,llm-srbench,llm-srbench/lsrtransform,mid-gap,pysr,7,6,drsr;dso;gplearn;llmsr;pysr;tpsr,pyoperon,0.723054,0.936311,0.658664,0.777513,1.26881,1.00022,-0.392781,-0.117892,0.0851313,9.391586e-05,0.328559,0.207405,-0.268944,-0.000322937,3661.95,3614.11,27.5,19.5,425.333,2,5,5,0,0,2
g0185,185,I.11.19_2_0,llm-srbench,llm-srbench/lsrtransform,mid-gap,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.0500363,0.048747,0.051125,0.0489409,0.2419,0.14796,-1.418,-1.31033,-0.790908,-0.829854,0.850726,0.857103,0.616619,0.765501,3141.8,3611.43,27.8571,20,429.429,2,5,5,0,0,2
g0186,186,I.11.19_4_0,llm-srbench,llm-srbench/lsrtransform,mid-gap,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,2.5176,0.0603945,2.5998,0.0625199,6.36136,0.274761,-2.89957,-1.20398,-2.88295,-0.561044,-6.52504,0.819038,-9.13537,0.562231,3140.93,3610.93,34.5714,20,433.429,2,5,5,0,0,2
g0187,187,I.11.19_1_0,llm-srbench,llm-srbench/lsrtransform,mid-gap,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.13974,0.0477817,0.138799,0.046976,0.249141,0.227841,-1.36119,-1.32812,-0.792918,-0.642368,0.592882,0.862213,0.602525,0.636506,3144.18,3615.97,49.5714,20,472.429,2,5,5,0,0,2
g0188,188,feynman_III_15_27,srbench1.0,srbench1.0/feynman,mid-gap,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.0838866,0.0996301,0.0720948,0.092496,0.312854,0.382281,-3.11824,-1.03388,-2.66497,-0.417617,0.830416,0.782428,0.553206,0.454054,3139.51,3611.04,25.5714,16,328.571,2,5,5,0,0,2
g0189,189,feynman_I_12_2,srbench1.0,srbench1.0/feynman,mid-gap,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.351832,0.296429,0.34718,0.295206,0.835167,0.602986,-2.62062,-0.529875,-2.27725,-0.219693,0.516589,0.588957,0.0101381,0.285324,3143.85,3613.86,18.2857,14,308.857,2,5,5,0,0,2
g0190,190,feynman_II_11_20,srbench1.0,srbench1.0/feynman,mid-gap,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.245145,0.245911,0.255829,0.267697,1.48978,0.777212,-2.95381,-0.572357,-2.49834,-0.10946,0.609127,0.590995,-0.671427,0.128021,3140.98,3611.41,20.5714,17,325.571,2,5,5,0,0,2
g0191,191,II.34.29b_2_0,llm-srbench,llm-srbench/lsrtransform,mid-gap,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,10.5753,0.275244,7.1215,0.293752,6.736884e+08,0.813433,-2.39586,-0.532019,-1.1333,-0.089678,-9.79724,0.554628,-7.428661e+08,0.103039,3145.51,3613.69,56,18,490.857,2,5,5,0,0,2
g0192,192,strogatz_shearflow1,srbench1.0,srbench1.0/strogatz,mid-gap,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.30495,0.0818184,0.390641,0.237237,1.56412,1.32057,-6.47637,-0.624817,-6.13847,0.120761,0.603077,0.758947,-0.928125,-0.627898,2744.95,3605.74,20,12,288.714,4,3,3,0,0,4
g0193,193,II.21.32_3_0,llm-srbench,llm-srbench/lsrtransform,mid-gap,pysr,7,6,drsr;dso;gplearn;llmsr;pysr;tpsr,pyoperon,0.426625,0.437541,0.438092,0.460185,1.0357,0.999556,-0.455583,-0.351901,-0.0635199,-0.000193064,0.441232,0.413053,-0.0357095,0.00043961,3659.95,3610.81,32,17,458.833,2,5,5,0,0,2
g0194,194,II.21.32_2_0,llm-srbench,llm-srbench/lsrtransform,mid-gap,pysr,7,6,drsr;dso;gplearn;llmsr;pysr;tpsr,pyoperon,20.5348,0.354143,23.2393,0.358796,6.002332e+09,0.661051,-2.54985,-0.568769,-0.996655,-0.245988,-27.2236,0.564251,-6.002563e+09,0.338923,3661.83,3612.33,21.8333,17,402.5,2,5,5,0,0,2
g0195,195,III.15.27_2_0,llm-srbench,llm-srbench/lsrtransform,mid-gap,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.388451,0.192728,0.393553,0.218109,42.8725,0.999942,-2.39465,-0.661326,-1.78173,-2.519248e-05,0.524402,0.73642,-41.8753,-7.791632e-06,3141.6,3615.52,15.4286,11,302.714,2,5,5,0,0,2
g0196,196,II.34.29b_4_0,llm-srbench,llm-srbench/lsrtransform,mid-gap,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.322996,0.268215,0.334745,0.293789,0.646149,0.788476,-0.68481,-0.531965,-0.333735,-0.103212,0.492477,0.554573,0.286251,0.129033,3142.11,3610.6,41,20,463.429,2,5,5,0,0,2
g0197,197,III.15.27_1_0,llm-srbench,llm-srbench/lsrtransform,mid-gap,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,2.3754,0.226573,2.95128,0.21814,3.563143e+08,0.999996,-2.3047,-0.661265,-0.849449,-1.857188e-06,-2.56655,0.736384,-3.563361e+08,-5.667162e-05,3137.71,3609.45,10.1429,11,272.571,2,5,5,0,0,2
g0198,198,feynman_II_34_29b,srbench1.0,srbench1.0/feynman,mid-gap,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.820016,0.161188,0.851569,0.169703,2.19843,0.559761,-1.10028,-0.77031,-0.559998,-0.251997,-0.571782,0.68677,-1.5467,0.351565,3140.45,3610.97,45.2857,17,468.571,2,5,5,0,0,2
g0199,199,III.13.18_0_0,llm-srbench,llm-srbench/lsrtransform,mid-gap,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,0.243709,0.349446,0.245786,0.341687,0.517146,0.591053,-1.18354,-0.466372,-0.662892,-0.228374,0.671368,0.543143,0.418939,0.335897,3140.29,3610.77,61.5714,21,499.286,2,5,5,0,0,2
g0200,200,Korns-3,korns,korns,mid-gap,pysr,7,7,drsr;dso;gplearn;llmsr;pyoperon;pysr;tpsr,,1.13391,0.617862,1904.5,0.93737,8.2526,0.996095,-1.05746,-0.0280891,-1.828,-0.00169925,-2102.61,-0.0353728,-7.25824,0.00322518,3032.79,3607.74,26.7143,18,428.857,3,4,4,0,0,3
